번호,시도,시군구,품목,부부 가족 경영규모,평균투자비(3년합계),연간운영비/년(운영),평균수입/년(부부인건비 포함),평균농지가격(3.3㎡)
522,전라남도,순천시,과실류 > 복숭아 > 털복숭아(일반),16500(㎡),33000000(원),14000000(원),54000000(원),1000(원)/70000(원)
523,전라남도,순천시,과채류 > 오이 > 시설오이,3630(㎡),57000000(원),19000000(원),87980000(원),1000(원)/70000(원)
524,전라남도,무안군,서류 > 고구마 > 고구마,10000(㎡),11161000(원),11086000(원),25404000(원),1000(원)/30000(원)
525,전라남도,무안군,조미채소류 > 마늘 > 마늘,5000(㎡),11862000(원),16378000(원),28998000(원),1000(원)/30000(원)
526,전라남도,무안군,조미채소류 > 양파 > 양파(일반),10000(㎡),18220000(원),24441000(원),36189000(원),1000(원)/30000(원)
527,전라남도,무안군,미곡류 > 벼 > 일반계,20000(㎡),8535000(원),9497000(원),19063000(원),1000(원)/30000(원)
528,전라남도,담양군,과일과채류 > 토마토 > 토마토(일반),2280(㎡),103500000(원),20808000(원),54262000(원),2000(원)/120000(원)
529,전라남도,담양군,과일과채류 > 딸기 > 딸기(기타),2280(㎡),103500000(원),22780000(원),79237000(원),2000(원)/120000(원)
530,전라남도,나주시,과채류 > 호박 > 호박(시설),4000(㎡),140000000(원),50000000(원),40000000(원),1000(원)/100000(원)
531,전라남도,나주시,엽경채류 > 기타 > 쌈채소,2000(㎡),30000000(원),10000000(원),25000000(원),1000(원)/100000(원)
532,전라남도,나주시,과일과채류 > 메론 > 메론(기타),8000(㎡),200000000(원),70000000(원),50000000(원),1000(원)/100000(원)
533,전라남도,나주시,과일과채류 > 딸기 > 딸기(기타),2000(㎡),70000000(원),26000000(원),40000000(원),1000(원)/100000(원)
534,전라남도,구례군,과채류 > 호박 > 애호박,3300(㎡),150000000(원),30000000(원),100000000(원),27000(원)/150000(원)
535,전라남도,구례군,과채류 > 오이 > 오이,3300(㎡),150000000(원),50000000(원),100000000(원),27000(원)/150000(원)
536,전라남도,구례군,기타동물생산물 > 꿀벌 > 기타,80(㎡),35000000(원),25000000(원),70000000(원),27000(원)/150000(원)
537,전라남도,구례군,버섯류 > 표고버섯 > 표고버섯(일반),2310(㎡),140000000(원),1000000(원),45000000(원),27000(원)/150000(원)
538,전라남도,광양시,과일과채류 > 토마토 > 토마토(일반),6000(㎡),0(원),34000000(원),68748000(원),300(원)/45000(원)
539,전라남도,광양시,과채류 > 호박 > 애호박(시설),3960(㎡),0(원),30500000(원),50140000(원),300(원)/45000(원)
540,전라남도,고흥군,과일과채류 > 딸기 > 딸기(시설딸기),1650(㎡),800000000(원),15000000(원),25000000(원),1000(원)/50000(원)
541,전라남도,고흥군,조미채소류 > 마늘 > 마늘,6600(㎡),16000000(원),7000000(원),21000000(원),1000(원)/50000(원)
542,전라남도,고흥군,과채류 > 오이 > 시설오이,1980(㎡),75000000(원),20000000(원),35000000(원),1000(원)/50000(원)
543,전라남도,고흥군,과실류 > 유자 > 유자(일반),3300(㎡),15000000(원),5000000(원),24000000(원),1000(원)/50000(원)
544,전라남도,강진군,과일과채류 > 방울토마토 > 방울토마토,2000(㎡),100208000(원),14385000(원),40100000(원),700(원)/5000(원)
545,전라남도,강진군,약용작물류 > 인삼 > 인삼,10000(㎡),60169000(원),10530000(원),30536000(원),700(원)/5000(원)
546,전라남도,강진군,관엽식물류 > 장미 > 장미(일반),2000(㎡),100000000(원),20809000(원),50671000(원),700(원)/5000(원)
547,전라남도,강진군,과일과채류 > 딸기 > 딸기(기타),2000(㎡),7000000(원),12000000(원),40000000(원),700(원)/5000(원)
548,전라북도,진안군,약용작물류 > 오미자 > 오미자(일반),1000(㎡),6000000(원),1000000(원),7000000(원),30000(원)/90000(원)
549,전라북도,진안군,과실류 > 사과 > 사과(기타),5000(㎡),30000000(원),10000000(원),23000000(원),30000(원)/90000(원)
550,전라북도,진안군,조미채소류 > 풋고추 > 청초(일반),1000(㎡),2000000(원),900000(원),5000000(원),30000(원)/90000(원)
551,전라북도,진안군,약용작물류 > 인삼 > 인삼,3000(㎡),40000000(원),15000000(원),30000000(원),30000(원)/90000(원)
552,전라북도,정읍시,과실류 > 사과 > 사과(기타),10000(㎡),18000000(원),20000000(원),200000000(원),1000(원)/50000(원)
553,전라북도,정읍시,조미채소류 > 풋고추 > 고추(시설),3000(㎡),200000000(원),1500000(원),150000000(원),10000(원)/50000(원)
554,전라북도,정읍시,과실류 > 블루베리 > 블루베리(일반),1500(㎡),90000000(원),25000000(원),10000000(원),10000(원)/50000(원)
555,전라북도,정읍시,약용작물류 > 복분자 > 복분자(일반),1000(㎡),6000000(원),1500000(원),50000000(원),10000(원)/50000(원)
556,전라북도,장수군,과일과채류 > 토마토 > 토마토(일반),10000(㎡),500000000(원),8000000(원),300000000(원),2000(원)/10000(원)
557,전라북도,장수군,생축(가축)류 > 한우 > 한우,660(㎡),230000000(원),50000000(원),100000000(원),2000(원)/10000(원)
558,전라북도,장수군,약용작물류 > 오미자 > 오미자(일반),10000(㎡),70920000(원),3000000(원),20000000(원),2000(원)/10000(원)
559,전라북도,장수군,과실류 > 사과 > 사과(기타),10000(㎡),85000000(원),18173690(원),54550410(원),2000(원)/10000(원)
560,전라북도,임실군,과일과채류 > 토마토 > 토마토(일반),3300(㎡),70000000(원),20000000(원),40000000(원),1000(원)/50000(원)
561,전라북도,임실군,과실류 > 블루베리 > 블루베리(일반),3300(㎡),30000000(원),20000000(원),20000000(원),1000(원)/50000(원)
562,전라북도,임실군,버섯류 > 표고버섯 > 표고버섯(일반),15000(㎡),50000000(원),20000000(원),3000000(원),1000(원)/50000(원)
563,전라북도,익산시,버섯류 > 표고버섯 > 표고버섯(일반),3960(㎡),150000000(원),30000000(원),60000000(원),1600(원)/40000(원)
564,전라북도,익산시,엽경채류 > 상추 > 청상추,3960(㎡),120000000(원),20000000(원),50000000(원),1600(원)/40000(원)
565,전라북도,익산시,과일과채류 > 딸기 > 딸기(기타),3960(㎡),150000000(원),30000000(원),70000000(원),1600(원)/40000(원)
566,전라북도,완주군,과실류 > 곶감 > 곶감(일반),10000(㎡),50000000(원),20000000(원),50000000(원),1000(원)/100000(원)
567,전라북도,완주군,조미채소류 > 양파 > 양파(일반),5000(㎡),20000000(원),10000000(원),30000000(원),1000(원)/100000(원)
568,전라북도,완주군,조미채소류 > 생강 > 생강(일반),7000(㎡),30000000(원),20000000(원),40000000(원),1000(원)/100000(원)
569,전라북도,완주군,과일과채류 > 딸기 > 딸기(기타),3000(㎡),100000000(원),40000000(원),80000000(원),1000(원)/100000(원)
570,전라북도,부안군,약용작물류 > 복분자 > 복분자(일반),7000(㎡),3522000(원),1176000(원),10052000(원),1000(원)/40000(원)
571,전라북도,순창군,엽경채류 > 기타 > 쌈채소,2000(㎡),29700000(원),9900000(원),24200000(원),1000(원)/40000(원)
572,전라북도,순창군,과일과채류 > 딸기 > 딸기(기타),2000(㎡),35640000(원),11880000(원),35640000(원),1000(원)/40000(원)
573,전라북도,순창군,과실류 > 블루베리 > 블루베리(일반),5000(㎡),53955000(원),17985000(원),27000000(원),1000(원)/40000(원)
574,전라북도,부안군,엽경채류 > 배추 > 배추,6400(㎡),0(원),5700000(원),7800000(원),2000(원)/70000(원)
575,전라북도,부안군,과일과채류 > 수박 > 수박(일반),0(㎡),0(원),50600000(원),27800000(원),2000(원)/70000(원)
576,전라북도,부안군,서류 > 감자 > 감자(기타),11000(㎡),0(원),25300000(원),14300000(원),2000(원)/70000(원)
577,전라북도,부안군,과실류 > 오디 > 오디(일반),2000(㎡),2100000(원),3500000(원),14000000(원),2000(원)/70000(원)
578,전라북도,무주군,약용작물류 > 오미자 > 오미자(일반),1500(㎡),4030000(원),3028000(원),15000000(원),1100(원)/12000(원)
579,전라북도,무주군,과실류 > 사과 > 사과(기타),8200(㎡),10450000(원),5560000(원),34000000(원),1100(원)/12000(원)
580,전라북도,무주군,약용작물류 > 인삼 > 인삼,2314(㎡),8607000(원),5247000(원),37000000(원),1100(원)/12000(원)
581,전라북도,무주군,과실류 > 포도 > 포도(일반),2000(㎡),3700000(원),3371500(원),19538000(원),1100(원)/12000(원)
582,전라북도,남원시,엽경채류 > 상추 > 청상추,1980(㎡),50000000(원),20000000(원),30000000(원),300(원)/50000(원)
583,전라북도,남원시,과실류 > 포도 > 포도(일반),5000(㎡),80000000(원),30000000(원),35000000(원),300(원)/50000(원)
584,전라북도,남원시,과일과채류 > 딸기 > 딸기(기타),1980(㎡),50000000(원),20000000(원),30000000(원),300(원)/50000(원)
585,전라북도,김제시,미곡류 > 벼 > 일반계,39600(㎡),0(원),16500000(원),40000000(원),1500(원)/50000(원)
586,전라북도,김제시,과실류 > 포도 > 포도(시설),3300(㎡),100000000(원),21461000(원),42292000(원),1500(원)/50000(원)
587,전라북도,김제시,조미채소류 > 풋고추 > 고추(시설),3300(㎡),100000000(원),39194000(원),72530000(원),1500(원)/50000(원)
588,전라북도,김제시,과일과채류 > 딸기 > 딸기(시설딸기),3300(㎡),250000000(원),50000000(원),100000000(원),1500(원)/50000(원)
589,전라북도,고창군,과실류 > 블루베리 > 블루베리(일반),3300(㎡),8020000(원),2870000(원),29700000(원),1000(원)/50000(원)
590,전라북도,고창군,조미채소류 > 풋고추 > 청초(일반),3300(㎡),2870000(원),960000(원),11000000(원),1000(원)/50000(원)
591,전라북도,고창군,과일과채류 > 수박 > 수박(시설),3300(㎡),6660000(원),2220000(원),24440000(원),1000(원)/50000(원)
592,전라북도,고창군,약용작물류 > 복분자 > 복분자(일반),1980(㎡),3780000(원),1260000(원),12000000(원),1000(원)/50000(원)
593,충청남도,예산군,조미채소류 > 쪽파 > 쪽파(시설),3960(㎡),50000000(원),1800000(원),35000000(원),1000(원)/150000(원)
594,충청남도,예산군,과일과채류 > 수박 > 수박(시설),3960(㎡),50000000(원),1800000(원),21000000(원),1000(원)/150000(원)
595,충청남도,예산군,과실류 > 블루베리 > 블루베리(일반),1650(㎡),15000000(원),1500000(원),7000000(원),1000(원)/150000(원)
596,충청남도,예산군,과실류 > 사과 > 사과(기타),4500(㎡),30000000(원),1800000(원),30000000(원),1000(원)/150000(원)
597,충청남도,홍성군,과일과채류 > 딸기 > 딸기(기타),1000(㎡),50000000(원),20000000(원),50000000(원),900(원)/60000(원)
598,충청남도,홍성군,미곡류 > 벼 > 일반계,8000(㎡),10000000(원),10000000(원),15000000(원),900(원)/60000(원)
599,충청남도,홍성군,기타 > 기타 > 친환경 제철 꾸러미,2000(㎡),30000000(원),10000000(원),20000000(원),900(원)/60000(원)
600,충청남도,청양군,과일과채류 > 토마토 > 토마토(일반),2700(㎡),20000000(원),8000000(원),29000000(원),800(원)/60000(원)
601,충청남도,청양군,약용작물류 > 구기자 > 시설구기자,1320(㎡),6000000(원),2400000(원),12000000(원),800(원)/60000(원)
602,충청남도,청양군,조미채소류 > 풋고추 > 고추(시설),2700(㎡),9000000(원),4500000(원),18000000(원),800(원)/60000(원)
603,충청남도,서천군,콩류 > 강낭콩 > 덩굴강낭콩(시설),2640(㎡),55000000(원),3000000(원),25000000(원),0(원)/100000(원)
604,충청남도,서천군,서류 > 감자 > 감자(시설),2640(㎡),55000000(원),3000000(원),22600000(원),0(원)/100000(원)
605,충청남도,서천군,양채류 > 기타 > 쌈채(시설),1980(㎡),42000000(원),3000000(원),16000000(원),0(원)/100000(원)
606,충청남도,서천군,조미채소류 > 풋고추 > 고추(시설),1980(㎡),45000000(원),6000000(원),17000000(원),0(원)/100000(원)
607,충청남도,부여군,수실류 > 밤 > 밤(일반),10000(㎡),60000000(원),12000000(원),10000000(원),2000(원)/120000(원)
608,충청남도,부여군,과일과채류 > 딸기 > 딸기(기타),1200(㎡),150000000(원),30000000(원),12600000(원),2000(원)/120000(원)
609,충청남도,부여군,과일과채류 > 수박 > 수박(일반),3300(㎡),450000000(원),100000000(원),30000000(원),2000(원)/120000(원)
610,충청남도,부여군,과일과채류 > 토마토 > 토마토(일반),3300(㎡),450000000(원),100000000(원),30000000(원),2000(원)/120000(원)
611,충청남도,금산군,버섯류 > 표고버섯 > 표고버섯(균상),1650(㎡),72000000(원),20000000(원),30000000(원),1500(원)/60000(원)
612,충청남도,금산군,과일과채류 > 딸기 > 딸기(기타),1980(㎡),140000000(원),15000000(원),36000000(원),1500(원)/60000(원)
613,충청남도,금산군,특용작물류 > 들깨 > 잎들깨,1980(㎡),50000000(원),8000000(원),32000000(원),1500(원)/60000(원)
614,충청남도,금산군,약용작물류 > 인삼 > 인삼,5940(㎡),32000000(원),8000000(원),15000000(원),1500(원)/60000(원)
615,충청남도,당진시,과채류 > 호박 > 단호박,3960(㎡),15000000(원),3000000(원),14000000(원),700(원)/70000(원)
616,충청남도,당진시,서류 > 고구마 > 고구마,19800(㎡),53160000(원),17720000(원),28000000(원),700(원)/70000(원)
617,충청남도,당진시,조미채소류 > 꽈리고추 > 꽈리고추(일반),2970(㎡),90025000(원),25000000(원),34000000(원),700(원)/70000(원)
618,충청남도,당진시,미곡류 > 쌀 > 쌀(기타),69300(㎡),86100000(원),28700000(원),42700000(원),700(원)/70000(원)
619,충청남도,계룡시,엽경채류 > 상추 > 상추(기타),1650(㎡),10500000(원),3500000(원),10000000(원),5000(원)/400000(원)
620,충청남도,계룡시,과일과채류 > 토마토 > 토마토(일반),3300(㎡),42000000(원),14000000(원),20000000(원),5000(원)/400000(원)
621,충청남도,계룡시,과일과채류 > 딸기 > 딸기(기타),1650(㎡),42000000(원),14000000(원),25000000(원),5000(원)/400000(원)
622,충청남도,논산시,과일과채류 > 토마토 > 토마토(일반),5000(㎡),300000000(원),80000000(원),120000000(원),2500(원)/80000(원)
623,충청남도,논산시,특용작물류 > 들깨 > 잎들깨,1000(㎡),100000000(원),20000000(원),40000000(원),2500(원)/80000(원)
624,충청남도,논산시,엽경채류 > 상추 > 상추(기타),6000(㎡),200000000(원),30000000(원),60000000(원),2500(원)/80000(원)
625,충청남도,논산시,과일과채류 > 딸기 > 딸기(기타),2000(㎡),200000000(원),30000000(원),60000000(원),2500(원)/80000(원)
626,충청남도,서산시,조미채소류 > 마늘 > 마늘,5004(㎡),0(원),12507000(원),30000000(원),1000(원)/60000(원)
627,충청남도,서산시,조미채소류 > 생강 > 생강(일반),5102(㎡),0(원),16023000(원),20070000(원),1000(원)/60000(원)
628,충청남도,보령시,과일과채류 > 방울토마토 > 방울토마토,2644(㎡),100000000(원),40000000(원),55000000(원),800(원)/50000(원)
629,충청남도,보령시,서류 > 고구마 > 고구마,9900(㎡),50000000(원),20000000(원),24000000(원),800(원)/50000(원)
630,충청남도,보령시,과실류 > 포도 > 포도(일반),8250(㎡),50000000(원),20000000(원),47000000(원),800(원)/50000(원)
631,충청남도,보령시,버섯류 > 양송이 > 양송이(일반),792(㎡),400000000(원),120000000(원),250000000(원),800(원)/50000(원)
632,충청남도,공주시,조미채소류 > 풋고추 > 청초(일반),1980(㎡),3000000(원),3000000(원),10000000(원),700(원)/50000(원)
633,충청남도,공주시,미곡류 > 쌀 > 일반미(쌀 일반),13200(㎡),3000000(원),2000000(원),13000000(원),700(원)/50000(원)
634,충청남도,공주시,버섯류 > 표고버섯 > 표고버섯(일반),1650(㎡),90000000(원),5000000(원),70000000(원),700(원)/50000(원)
635,충청남도,공주시,과일과채류 > 딸기 > 딸기(기타),6600(㎡),75000000(원),10000000(원),50000000(원),700(원)/50000(원)
636,충청남도,천안시,과일과채류 > 메론 > 메론(기타),4000(㎡),72000000(원),13000000(원),20000000(원),1500(원)/200000(원)
637,충청남도,천안시,과채류 > 오이 > 오이,2000(㎡),61000000(원),9000000(원),16000000(원),1500(원)/200000(원)
638,충청남도,천안시,과실류 > 포도 > 포도(일반),6000(㎡),76000000(원),10000000(원),18000000(원),1500(원)/200000(원)
639,충청남도,천안시,과실류 > 배 > 배(기타),10000(㎡),113000000(원),9000000(원),34000000(원),1500(원)/200000(원)
640,충청북도,충주시,과일과채류 > 딸기 > 딸기(기타),2640(㎡),200000000(원),40000000(원),40000000(원),1000(원)/100000(원)
641,충청북도,충주시,수실류 > 밤 > 밤(일반),40000(㎡),95000000(원),18000000(원),33000000(원),1000(원)/100000(원)
642,충청북도,충주시,과실류 > 복숭아 > 털복숭아(일반),10000(㎡),120000000(원),17000000(원),28000000(원),1000(원)/100000(원)
643,충청북도,충주시,과실류 > 사과 > 사과(기타),10000(㎡),200000000(원),20000000(원),30000000(원),1000(원)/100000(원)
644,충청북도,청주시,과실류 > 블루베리 > 블루베리(일반),600(㎡),20000000(원),5000000(원),10000000(원),20000(원)/150000(원)
645,충청북도,청주시,과일과채류 > 딸기 > 딸기(기타),600(㎡),40000000(원),10000000(원),15000000(원),20000(원)/150000(원)
646,충청북도,청주시,과채류 > 호박 > 애호박,600(㎡),40000000(원),10000000(원),20000000(원),20000(원)/150000(원)
647,충청북도,청주시,미곡류 > 쌀 > 쌀(기타),1000(㎡),2000000(원),5000000(원),10000000(원),20000(원)/150000(원)
648,충청북도,진천군,과일과채류 > 수박 > 수박(일반),6840(㎡),120000(원),24000(원),72000(원),9405(원)/80000(원)
649,충청북도,진천군,과일과채류 > 토마토 > 토마토(일반),3420(㎡),70000(원),35000(원),80000(원),9405(원)/80000(원)
650,충청북도,진천군,과채류 > 오이 > 오이,4560(㎡),112000(원),36000(원),120000(원),9405(원)/80000(원)
651,충청북도,증평군,엽경채류 > 배추 > 절임배추,2(㎡),0(원),2000000(원),4000000(원),50000(원)/100000(원)
652,충청북도,증평군,기타 > 시설하우스 > 시설채소,3000(㎡),0(원),4000000(원),7000000(원),50000(원)/100000(원)
653,충청북도,증평군,생축(가축)류 > 돼지류 > 홍삼포크,3000(㎡),0(원),4000000(원),7000000(원),50000(원)/100000(원)
654,충청북도,증평군,약용작물류 > 인삼 > 인삼,20000(㎡),0(원),37000000(원),44000000(원),50000(원)/100000(원)
655,충청북도,제천시,양채류 > 기타 > 양채류(기타),10000(㎡),30000000(원),6000000(원),30000000(원),700(원)/50000(원)
